,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,mode,speechiness,acousticness,liveness,valence,tempo,duration_ms
234,0jlpHhGUFn4aAWLsRRnwep,Magnets (feat. Sophie Simmons),Sam Feldt,62,6IUzDCyxwQG7OpLtR7b1Kq,Magnets (feat. Sophie Simmons),2019-05-10,Cardio,pop,dance pop,0.73,0.8,5,1,0.06,0.02,0.06,0.43,121.99,179016
235,2pMntGuRgHAHVtrpC6kgGy,Don't Give Up On Me,Andy Grammer,9,4g1vikZzxSQv4GJjfca3sj,Don't Give Up On Me (with R3HAB),2019-04-12,Cardio,pop,dance pop,0.49,0.77,3,1,0.09,0.05,0.13,0.12,121.44,190645
236,7EHCt2jdVwHp557sfMPosf,Found Love (feat. Lovespeake),MOTi,59,2iDiLocF5KAJfxDz7p5c68,Found Love (feat. Lovespeake),2019-02-15,Cardio,pop,dance pop,0.6,0.89,8,1,0.13,0.0,0.4,0.64,126.06,157024
237,5YN0zHycJ0Yxz31A5QsVov,These Are The Times (feat. JRM),Martin Garrix,71,2OkqLVAw949KZZ8lgMMIdj,These Are The Times (feat. JRM),2019-07-18,Cardio,pop,dance pop,0.69,0.71,4,1,0.03,0.05,0.16,0.61,127.03,188656
238,14nIFzHQf1OBWf6VHVR8DF,Wherever You Go,Jonas Blue,21,6x8gRx7RDvPckYBzPodW8w,Blue,2018-11-09,Cardio,pop,dance pop,0.71,0.72,7,1,0.11,0.08,0.04,0.48,104.05,208947
239,14sOS5L36385FJ3OL8hew4,Happy Now,Kygo,81,6nAjd2MlBY1f1mNu6BsWLO,Happy Now,2018-10-26,Cardio,pop,dance pop,0.69,0.57,9,1,0.08,0.37,0.25,0.49,118.0,211362
240,23FHa9lYnG6Dr8OzombPkS,Roots,Valerie Broussard,69,4p0nrJ3SXAtZVaCnY0C0kM,Roots,2019-08-16,Cardio,pop,dance pop,0.68,0.78,7,1,0.04,0.06,0.18,0.58,123.0,184564
241,06BrHnTVDOydsfg0LZ6mQb,Talk - Alle Farben Remix,Khalid,56,0N3tXBqOxFYcmrYRe8HDvr,Talk (Alle Farben Remix),2019-04-04,Cardio,pop,dance pop,0.64,0.82,9,0,0.05,0.13,0.11,0.49,126.02,167990
242,1YSwQvw1NrEPfA0j1iY8eV,All The Lies - Toby Romeo Remix / Radio Edit,Alok,56,2FdyKqNeEX2H7gUhtlmJDC,All The Lies (Remixes),2019-07-19,Cardio,pop,dance pop,0.71,0.81,6,1,0.18,0.01,0.37,0.63,119.97,163000
243,1FlIzyCvRFQUE4pc7PiaIo,High Hopes - Don Diablo Remix,Panic! At The Disco,60,1cBoBrARkIfC4wGhxlK2qB,High Hopes (Don Diablo Remix),2019-01-11,Cardio,pop,dance pop,0.59,0.89,5,1,0.08,0.02,0.49,0.29,126.09,185714
244,3eW2EDwNRAiQKkgom96dUa,Summer Air (feat. Trevor Guthrie),Hardwell,40,7aagqlOIxgnH5uvBs87f8s,Summer Air (feat. Trevor Guthrie),2019-05-31,Cardio,pop,dance pop,0.63,0.57,4,1,0.05,0.09,0.22,0.56,125.99,201905
245,1k08GK7ox8SDmEMvn81TwU,Can We Pretend (feat. Cash Cash) - Sigala Remix,P!nk,57,0I9UedpOOvAbt7MsHe1X6U,Can We Pretend (feat. Cash Cash) [Sigala Remix],2019-06-28,Cardio,pop,dance pop,0.7,0.88,1,0,0.18,0.07,0.32,0.54,124.97,183360
246,4raMIjIjMc8JohHth7l9lG,Bruises - Steve Void Remix,Lewis Capaldi,70,3bAq5agU2IUDfDuO4w50aR,Bruises EP,2019-09-27,Cardio,pop,dance pop,0.79,0.75,9,1,0.05,0.24,0.32,0.54,124.97,212280
247,52Y5nYBQgqawttJxxtUv1e,Insomnia - King Arthur Remix,Daya,63,50HIbfbrQemacUUAD9UfNX,Insomnia (King Arthur Remix),2019-05-17,Cardio,pop,dance pop,0.73,0.72,4,0,0.04,0.01,0.33,0.21,122.99,176098
248,4R7ZSlYoJOIaxHJFHszQCR,Don't Worry Bout Me - Rudimental Remix,Zara Larsson,65,7094we3M30fGknUwYLiT5f,Don't Worry Bout Me (Rudimental Remix),2019-04-24,Cardio,pop,dance pop,0.73,0.85,5,1,0.18,0.04,0.12,0.61,124.99,193137
249,3N9YuL395rE4qNyHMsvOWC,I Miss Myself - R3HAB Remix,NOTD,56,4GLkE3fryp0Zp6C2AaOuBj,I Miss Myself (R3HAB Remix),2019-06-07,Cardio,pop,dance pop,0.5,0.78,0,1,0.24,0.33,0.72,0.61,122.69,183341
250,6dX62wjTHi9F1srVTjV89X,8 Letters - R3HAB Remix,Why Don't We,2,1Wb0Ne9QaY136uNR6x0ObE,8 Letters (R3HAB Remix),2018-09-28,Cardio,pop,dance pop,0.64,0.71,1,0,0.04,0.24,0.31,0.58,103.16,132233
251,0JumfyG7GUshFjxouEXwhw,You Deserve Better - Andrelli Remix,James Arthur,53,1UHf0Mm7wZ6CPspgzTo5uA,You Deserve Better (Andrelli Remix),2018-06-29,Cardio,pop,dance pop,0.68,0.71,6,0,0.09,0.33,0.05,0.48,114.99,196493
252,3Iee2uf8UXOrOupQzfs1z5,Remember (with ZOHARA),Gryffin,11,7dethH7KZ5wo79ocoVX2AK,Remember (with ZOHARA),2018-10-26,Cardio,pop,dance pop,0.62,0.91,11,0,0.06,0.1,0.18,0.4,123.05,221773
253,6jreFSOTUAViWjKyzOC4Kg,REMEDY,Alesso,77,0LOJHhz9ybWLVMLucHYtCe,REMEDY,2018-08-31,Cardio,pop,dance pop,0.6,0.78,0,1,0.05,0.27,0.09,0.48,119.96,190295
254,5Qnk8vP5g9l5SDQKU3qyYQ,Leave,Borgeous,56,1Vv1feUAbvzBKe6kjhcJOp,Leave,2019-01-25,Cardio,pop,dance pop,0.76,0.66,11,0,0.05,0.17,0.1,0.96,115.95,193640
255,3Mong1BzxMKwTZ0SbfLdcQ,Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,Clean Bandit,65,4CdWEwelJIofGEEjSc62N9,Mama (feat. Ellie Goulding) [Tiësto’s Big Room Remix],2019-03-08,Cardio,pop,dance pop,0.68,0.95,1,0,0.08,0.02,0.1,0.44,125.97,156168
256,4huh5oqBz9RkgpzAkyuEAs,I'm Not Sorry,Hardwell,34,4LNq2mMRI63zl6qzML1JHO,I'm Not Sorry,2019-03-08,Cardio,pop,dance pop,0.65,0.82,4,1,0.06,0.12,0.08,0.35,128.09,186094
257,4Nu8sEejt46770gDUvFcrF,Tequila - Robin Schulz Remix,Dan + Shay,54,3VzF9guTGtfqq9SAyjnHrn,Tequila (Robin Schulz Remix),2019-03-21,Cardio,pop,dance pop,0.45,0.84,11,1,0.08,0.23,0.43,0.48,122.9,170103
258,1IjuevPDJ8Sa97wFwQ5j4V,Happier - Frank Walker Remix,Marshmello,51,16M1uToqnw9bPO8wv8ypeE,Happier (Remixes),2018-10-19,Cardio,pop,dance pop,0.71,0.65,5,1,0.18,0.12,0.12,0.61,105.0,196571
259,4d3cCNTG3PUgWhPButc4N7,Sing It With Me - Embody Remix,JP Cooper,50,2CSqme9HhEuoriPpNzwUiJ,Sing It With Me (Embody Remix),2019-06-21,Cardio,pop,dance pop,0.67,0.85,5,1,0.12,0.05,0.38,0.5,111.97,180571
260,7r4nPsLToVIPdsiEeZKF6Y,Thursday - Nicky Romero Remix,Jess Glynne,52,0PMD7JbA1zLWuiC4ikRYxR,Thursday (Nicky Romero Remix),2018-12-07,Cardio,pop,dance pop,0.74,0.62,11,0,0.04,0.53,0.05,0.62,119.99,217804
261,4Tvw0lweq9l2JPQKFbpbBQ,Better When You're Gone,David Guetta,76,4ZoXNDicq0MrsGk1pM883o,Better When You're Gone,2019-02-08,Cardio,pop,dance pop,0.65,0.8,1,0,0.04,0.06,0.19,0.41,127.99,192402
262,1yAPglN5AGf7UoLK062ZYq,Wish You Well,Sigala,75,1yZZdubJ2rovC4QIBP8riQ,Wish You Well,2019-05-24,Cardio,pop,dance pop,0.67,0.9,5,0,0.06,0.13,0.3,0.58,124.96,205653
263,4IAd7Vdwcc1E86P15tXjca,Only When It Rains,Frank Walker,52,1cCNxRCbzZyZPfWdNfXiHd,Only When It Rains,2019-03-29,Cardio,pop,dance pop,0.79,0.72,11,0,0.04,0.22,0.09,0.43,109.98,169000
264,5qiQbOa6AFEO3P111y9Jry,Mad Love - Blinkie Remix,Mabel,62,0o9d312clt8gVtz1uZZkBW,Mad Love (Remixes),2019-07-05,Cardio,pop,dance pop,0.71,0.93,0,0,0.05,0.35,0.15,0.46,123.01,200893
265,7nbVbGjifh0m2fhPYqcI1R,Sweet but Psycho - Morgan Page Dance Remix,Ava Max,65,6pZkOJtEaENfW9IURljzSh,Sweet but Psycho (Remixes),2018-08-16,Cardio,pop,dance pop,0.64,0.8,1,1,0.03,0.03,0.09,0.42,127.96,226875
266,5NeFmsnXBy6xVbz8pesM5l,Better Day (feat. Aloe Blacc),Young Bombs,62,5f5QrP11Otp3kH67kC9tTa,Better Day (feat. Aloe Blacc),2019-11-01,Cardio,pop,dance pop,0.66,0.82,9,1,0.1,0.07,0.08,0.44,118.96,191786
267,6fvbl9D9VjMtLRQsuWPyYt,Rescue Me (with BUNT.) - BUNT. Remix,OneRepublic,10,6TjDh702PCfRZjJreFlgkz,Rescue Me (with BUNT.) [BUNT. Remix],2019-08-02,Cardio,pop,dance pop,0.67,0.88,11,0,0.06,0.14,0.18,0.7,121.08,174545
268,1MgpEKnO6sgMTb5zumAsgn,Discovery,Syn Cole,55,3lEnnkcv3BuCf8tUsNvqlC,Discovery,2019-05-31,Cardio,pop,dance pop,0.52,0.86,0,0,0.05,0.04,0.26,0.45,127.95,198750
269,06Z7Hy2LUzbcSFmWzwkun1,With You - Frank Walker Remix,Tyler Shaw,49,7mgxrTvbIw7k1Vaij5EPbE,With You (Frank Walker Remix),2019-02-01,Cardio,pop,dance pop,0.69,0.61,2,1,0.07,0.04,0.25,0.45,104.99,206875
270,0EdgK7ASb4kfRkW8pVMN02,2 Hearts (feat. Gia Koka),Sam Feldt,70,798RdmwmE3IZcZnW0jT7kc,2 Hearts (feat. Gia Koka),2020-01-10,Cardio,pop,dance pop,0.5,0.75,7,1,0.04,0.26,0.3,0.6,116.52,186750
271,2gqzTQEn4g5ly0n5ScdMx0,Love You Forever,Nicky Romero,61,6HiujSCdsYuCXdd759w2kr,Love You Forever,2019-06-21,Cardio,pop,dance pop,0.38,0.7,6,1,0.04,0.0,0.11,0.15,127.82,234609
272,36orMWv2PgvnzXsd5CJ0yL,Post Malone (feat. RANI),Sam Feldt,75,45nsubB5EsRVWWqx0ED1ET,Post Malone (feat. RANI) [Joe Stone Remix],2019-08-16,Dance Pop Hits,pop,dance pop,0.59,0.64,7,1,0.12,0.08,0.1,0.65,107.36,174444
273,6DuE8kXIDJ3oiCibWXmgeN,Thorns,Faustix,60,57ATyOS7Gud3uEjzIbMp7Y,Thorns,2019-03-29,Dance Pop Hits,pop,dance pop,0.71,0.82,4,1,0.06,0.03,0.19,0.66,109.99,186000
274,5up5uXChMJLKyuop9HwtCb,Shotgun (The Wild Remix),George Ezra,63,3pjsiMldUHVmgQCPVyVXAY,Shotgun (The Wild Remix),2018-06-15,Dance Pop Hits,pop,dance pop,0.59,0.76,5,1,0.07,0.33,0.32,0.84,122.81,191650
275,4AMY0oGSt7vZwgxDnHCJBr,True Colors (feat. Maya Avedis),XO Cupid,73,4oWDDk4LhzvUe3FIwUqoyf,True Colors (feat. Maya Avedis),2018-09-21,Dance Pop Hits,pop,dance pop,0.64,0.63,0,1,0.03,0.08,0.13,0.45,104.84,184020
276,0VQUyufAldw4Eitv71TPmg,Crying In The Sun,Faustix,60,23d1NJtxGxLlsE6PWuJLYi,Crying In The Sun (Remixes),2018-11-23,Dance Pop Hits,pop,dance pop,0.68,0.79,11,0,0.05,0.21,0.12,0.66,91.04,195947
277,0EQeui6OBMzqJ3Z3wCOzZh,Need You,Faustix,62,1IqpPKPKVpu1VWZ67VnHPB,Need You,2019-07-26,Dance Pop Hits,pop,dance pop,0.64,0.7,7,0,0.05,0.04,0.42,0.6,124.96,182161
278,1o9D0rUusi2V5idyOEOPII,Sweet Dreams (Are Made of This),Winati,67,6j3DvP1XrNbx0FtXBu5N4B,Sweet Dreams (are Made of This),2019-06-21,Dance Pop Hits,pop,dance pop,0.82,0.65,9,0,0.22,0.4,0.07,0.18,125.95,176773
279,2neq77lIMkitQwBwy1EDng,Million Lights,Tungevaag & Raaban,61,4xIKirq98Qelfsl2l3ZnaM,Million Lights,2019-03-22,Dance Pop Hits,pop,dance pop,0.7,0.91,0,0,0.07,0.02,0.12,0.47,125.93,186667
280,5ow0sNF1zSqp71Ix5jEXWU,Dancing in the Moonlight,Jubël,71,47hMwqG7KVLVzyMjgYUqxM,Dancing in the Moonlight,2018-06-22,Dance Pop Hits,pop,dance pop,0.66,0.62,11,0,0.06,0.27,0.19,0.19,119.86,164010
281,0vrmHPfoBadXVr2n0m1aqZ,Heaven,Avicii,80,6Ad1E9vl75ZB3Ir87zwXIJ,TIM,2019-06-06,Dance Pop Hits,pop,dance pop,0.59,0.87,9,1,0.03,0.07,0.14,0.52,122.01,277262
282,0o9bHFc8Lt5tZFvTjNZTNf,Forever Young,John De Sohn,68,0nLD2ahCOhs0ovmz6ZfFdE,Forever Young,2018-07-27,Dance Pop Hits,pop,dance pop,0.65,0.62,8,1,0.03,0.18,0.11,0.59,121.98,167912
283,3oN9prOZJ8jR6rFP4YMJF9,eoh,Olympis,60,0gJOTfFxUvUkqlHcgtEN4z,eoh,2019-08-16,Dance Pop Hits,pop,dance pop,0.71,0.58,5,1,0.07,0.14,0.26,0.28,125.16,155520
284,0Qew3aYvQPGPjfL7gbe6x1,Nobody,Martin Jensen,66,0eMIuQHirCneY8uw37o03y,Nobody,2019-03-01,Dance Pop Hits,pop,dance pop,0.67,0.69,6,0,0.06,0.27,0.18,0.52,96.96,211040
285,5naYe7rLMZcLfO1DKg48MK,All Day And Night,Jax Jones,75,16H9XbDP9IxeyOohsXkKXb,Snacks,2019-07-12,Dance Pop Hits,pop,dance pop,0.57,0.76,1,0,0.11,0.32,0.14,0.54,121.92,169467
286,3LaQ1GajOXoUeiTA9UAcCK,There's No Way (feat. Julia Michaels) - Alle Farben Remix,Lauv,58,2n704ob50ZCvay9I2W9Cwi,There's No Way (remixes),2018-11-01,Dance Pop Hits,pop,dance pop,0.77,0.83,11,0,0.04,0.02,0.14,0.44,126.01,187301
287,3DGar7krWlmrXRFHBcQF6z,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,74,5so9rCf7p2L6w6o4KZahE9,Whenever (feat. Conor Maynard),2018-06-22,Dance Pop Hits,pop,dance pop,0.73,0.76,7,1,0.06,0.15,0.23,0.52,109.99,163636
288,5VGBgPVFO3e0lWz4WHYntQ,All For Love,Tungevaag & Raaban,68,7HIBYcRPuix4vb4C3d6F0C,All For Love,2018-03-23,Dance Pop Hits,pop,dance pop,0.69,0.9,7,1,0.07,0.14,0.46,0.65,125.12,180485
289,6sYJuVcEu4gFHmeTLdHzRz,Bittersweet Symphony (feat. Emily Roberts),GAMPER & DADONI,72,4kFCmKMq1c6gl8eema7wkg,Bittersweet Symphony (feat. Emily Roberts),2019-03-29,Dance Pop Hits,pop,dance pop,0.68,0.58,9,1,0.13,0.22,0.52,0.45,124.01,194618
290,3eS1VMcEmq2IUgpaeDysCb,One Touch,Jess Glynne,70,7GCY1J01hcEpdgeY0vtSsN,Always in Between (Deluxe),2018-10-12,Dance Pop Hits,pop,dance pop,0.69,0.69,0,0,0.13,0.33,0.14,0.7,124.21,197876
291,4fCAOaMs0PYL58OijKp2IS,"fuck, i’m lonely (with Anne-Marie) - Ofenbach Remix",Lauv,58,1vtHFX1NTE4awfd2sR1VGP,"fuck, i’m lonely (with Anne-Marie) (Ofenbach Remix)",2019-08-30,Dance Pop Hits,pop,dance pop,0.76,0.67,9,1,0.04,0.01,0.03,0.76,105.03,178512
292,2mSIu1ZPo22Ihx3EwS4E6h,Be Your Friend‬‬,Vigiland,67,33GfLqCFzz4RMZe1bLkFTe,Be Your Friend,2018-03-02,Dance Pop Hits,pop,dance pop,0.6,0.75,0,1,0.05,0.07,0.15,0.64,128.04,180820
293,31OqWK8Lc6GnUbnLG3GqPX,Happier - Breathe Carolina Remix,Marshmello,62,16M1uToqnw9bPO8wv8ypeE,Happier (Remixes),2018-10-19,Dance Pop Hits,pop,dance pop,0.69,0.92,0,1,0.06,0.01,0.4,0.34,125.98,158095
294,7rpyHKSH3dkrsKEgv1eNgv,Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,56,5VW1WffQj2SqKUhwnNq1xJ,Woke Up Late (feat. Hailee Steinfeld) [Sam Feldt Remix],2019-05-02,Dance Pop Hits,pop,dance pop,0.63,0.73,0,1,0.1,0.07,0.11,0.5,122.06,196475
295,5CpkVOosLFc83LbwqO6hnI,Just Got Paid,Sigala,65,5rr0xAQfk01cPi1N37jX11,Brighter Days,2018-09-28,Dance Pop Hits,pop,dance pop,0.73,0.92,6,0,0.09,0.03,0.2,0.65,120.06,218480
296,3cJEgWbsBmGkvXz906tgut,No One - Jonas Blue Remix,Jess Glynne,51,7xEh3nCOKbIlVwu3v7IDSM,No One (Jonas Blue Remix),2019-03-15,Dance Pop Hits,pop,dance pop,0.6,0.85,11,0,0.05,0.07,0.54,0.16,124.02,214641
297,3ZqKbMO9UasuKgQeGT7QZS,Speechless (feat. Erika Sirola) - MOTi Remix,Robin Schulz,54,1rSXRmFlK9LVJySoVIdZyV,Speechless (feat. Erika Sirola) [MOTi Remix],2019-03-22,Dance Pop Hits,pop,dance pop,0.61,0.52,1,1,0.08,0.01,0.15,0.34,127.98,181875
298,5mYNWSc1AE7pWS3Ax4e8Dl,Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,61,2tRRqWb7Zfodd3bO0cTDwc,Close To Me (Remixes),2019-02-01,Dance Pop Hits,pop,dance pop,0.73,0.84,1,0,0.03,0.01,0.16,0.47,126.01,223533
299,6SRWhUJcD2YKahCwHavz3X,Darkside,Alan Walker,76,3nzuGtN3nXARvvecier4K0,Different World,2018-12-14,Dance Pop Hits,pop,dance pop,0.43,0.61,4,0,0.04,0.13,0.17,0.12,169.99,211680
300,7Feaw9WAEREY0DUOSXJLOM,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,83,0xbuJLlb5afBcmCpdOaszR,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),2019-04-25,Dance Pop Hits,pop,dance pop,0.66,0.72,5,0,0.06,0.18,0.14,0.32,113.78,163805
301,7K7MUBCnzgBAvMVW2RTWNs,Body (feat. brando),Loud Luxury,63,7fesgWyA3ehM0OFK14B9xR,Body (feat. brando),2017-10-27,Dance Pop Hits,pop,dance pop,0.75,0.76,1,1,0.04,0.05,0.05,0.58,121.96,163216
302,47dABAPyBgKB3iQCrC4Vrv,Who's Got Your Love,Cheat Codes,70,6d4dRmGQEOf0EAZepURdbY,Who's Got Your Love,2019-03-15,Dance Pop Hits,pop,dance pop,0.7,0.89,11,1,0.05,0.01,0.08,0.53,125.03,157000
303,6vRCKJDtnrJEcyyzIMa0w0,Never Go Back - Robin Schulz Remix,Dennis Lloyd,70,4GxEU2Ff0UjkBPJRguxz5Q,Never Go Back (Remixes),2019-06-07,Dance Pop Hits,pop,dance pop,0.66,0.71,9,0,0.05,0.34,0.1,0.61,94.05,184653
304,4BM4ml3TgBFALLaCaJtVhi,Pumped Up,Klingande,56,6pCYWWK3GomeTRX2SlxhHc,Pumped Up,2017-09-08,Dance Pop Hits,pop,dance pop,0.73,0.73,0,1,0.11,0.01,0.34,0.64,123.03,177073
305,4D3o6Hh3GydRpTTlyLP3D9,California,Hot Shade,65,6dftjHiL3zcmIivOvehjPP,California,2018-05-04,Dance Pop Hits,pop,dance pop,0.62,0.74,7,1,0.04,0.02,0.35,0.67,119.98,169157
306,3R6dPfF2yBO8mHySW1XDAa,Solo Dance,Martin Jensen,61,7J6SYqcOQ705IYA0DUec38,Solo Dance,2016-11-04,Dance Pop Hits,pop,dance pop,0.75,0.85,9,1,0.05,0.05,0.2,0.4,114.96,174933
307,164C9bSF4ryqWXI4XgxTE0,Replay,Davai,60,5PA89MT2uA7FYVcjcI9but,Replay,2017-08-25,Dance Pop Hits,pop,dance pop,0.78,0.81,6,0,0.07,0.42,0.18,0.58,100.07,202520
308,4fC6tDEFmSBBCRBUOPeQ8b,Think About You - Galantis Remix,Kygo,63,2wXZfNTNqANPvIG3mXhn7I,Think About You (Galantis Remix),2019-04-12,Dance Pop Hits,pop,dance pop,0.62,0.9,10,1,0.04,0.1,0.4,0.33,124.02,181040
309,7lPo7aUbqNz5qmcan9Oj3F,Love No More,Loud Luxury,54,577DyqNxualYzG6mnJRXOb,Love No More,2018-08-31,Dance Pop Hits,pop,dance pop,0.77,0.67,0,1,0.05,0.02,0.26,0.22,121.01,168636
310,1HvCFAUIWQsWV9zud3UhDl,All Falls Down (feat. Juliander),Alan Walker,70,3nzuGtN3nXARvvecier4K0,Different World,2018-12-14,Dance Pop Hits,pop,dance pop,0.66,0.67,1,1,0.06,0.25,0.31,0.68,98.0,198880
311,76WNl0hDHHxTUhfLrEIBSm,Lonely Together (feat. Rita Ora),Avicii,6,6Vn8F3hERVHYYz5RfKmsAN,Phoenix (Deluxe Edition),2018-11-23,Dance Pop Hits,pop,dance pop,0.64,0.66,5,1,0.06,0.14,0.09,0.27,103.08,181960
312,6xTU6B6nFwKKTSZ9ySXS80,Remind Me to Forget,Kygo,70,47oyrKaeobswT4T8zyaxdM,Kids in Love,2017-11-03,Dance Pop Hits,pop,dance pop,0.69,0.5,0,1,0.09,0.16,0.14,0.31,99.02,217293
313,0jvqmWRCyv7xnxqrtinbHJ,Next To Me,Axel Johansson,54,2vmWPG2zs3LXAMsfkMOXh6,Next To Me,2018-04-20,Dance Pop Hits,pop,dance pop,0.44,0.6,8,1,0.06,0.16,0.13,0.26,175.9,179500
314,5itOtNx0WxtJmi1TQ3RuRd,Giant (with Rag'n'Bone Man),Calvin Harris,83,4PwXTHenZZx7ebgsnTM65K,Giant (with Rag'n'Bone Man),2019-01-11,Dance Pop Hits,pop,dance pop,0.81,0.89,1,0,0.04,0.02,0.08,0.61,122.02,229184
315,1uuUnsWpJwqBh5GRQ8uxla,Happier - Tiësto’s AFTR:HRS Remix,Ed Sheeran,53,5GpwroXObdnETiIpVb1l23,Happier (Tiësto’s AFTR:HRS Remix),2018-06-01,Dance Pop Hits,pop,dance pop,0.68,0.82,0,1,0.03,0.01,0.2,0.38,117.99,216000
316,4DfxFGwreu9BquiLRClwh8,Hum With Me,John De Sohn,55,2BlKfvaFNecIDsjTybbT8X,Hum With Me,2017-06-09,Dance Pop Hits,pop,dance pop,0.65,0.71,10,1,0.03,0.11,0.16,0.35,111.92,167871
317,6Pgkp4qUoTmJIPn7ReaGxL,Without You (feat. Sandro Cavazza),Avicii,81,1m3mf7xkXIwssVriaaTjOS,AVĪCI (01),2017-08-10,Dance Pop Hits,pop,dance pop,0.66,0.86,2,1,0.04,0.0,0.05,0.3,133.99,181673
318,3R8lr1Y1kPgXEbnXkcMMlT,Call On Me - Ryan Riback Remix,Starley,58,3PznGvjYhmK2jeTA1pdxkK,Call On Me,2016-10-07,Dance Pop Hits,pop,dance pop,0.69,0.82,0,1,0.04,0.14,0.09,0.76,104.96,222000
319,4ESPuOrSsRcBISzcMlzmY5,Sad (feat. Afrojack),Chico Rose,75,3iyLP2ce8hthgd4ygzLRJD,Sad (feat. Afrojack),2019-08-30,Dance Pop Hits,pop,dance pop,0.72,0.72,3,0,0.04,0.04,0.07,0.21,125.06,161280
320,0Zbbxnx4SGGHoIow4PpISP,Stargazing,Kygo,73,2sPYPyDFwgi1jrRTGhoxq2,Stargazing - EP,2017-09-21,Dance Pop Hits,pop,dance pop,0.68,0.5,5,1,0.08,0.15,0.09,0.42,99.14,236853
321,72gv4zhNvRVdQA0eOenCal,Symphony (feat. Zara Larsson),Clean Bandit,73,1MvF4ulZKH7SaDQs9rE5nc,What Is Love? (Deluxe Edition),2018-11-30,Dance Pop Hits,pop,dance pop,0.72,0.6,0,0,0.04,0.24,0.19,0.45,122.96,212733
322,2kLf4myxQME1Nd0voeKZri,Stay Young,Mike Perry,57,5sOd5q1iOb5gkBAX2F4LKn,Stay Young,2017-09-01,Dance Pop Hits,pop,dance pop,0.57,0.71,5,1,0.04,0.08,0.23,0.56,90.0,157005
323,4q8PHoRsPUB52LFylX8Ulz,More Than You Know,Axwell /\ Ingrosso,25,5wtHzowB37Fre3iXWQW5v5,More Than You Know,2017-05-24,Dance Pop Hits,pop,dance pop,0.64,0.74,5,0,0.03,0.03,0.29,0.53,123.07,203000
324,2devxXJUTEIFmgt8cXaqmO,Why Boy,Steff da Campo,55,2POadj9PRm2V5QbVuVPDUo,Why Boy,2019-06-07,Dance Pop Hits,pop,dance pop,0.5,0.92,11,0,0.04,0.15,0.27,0.28,120.02,150005
325,0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,80,0h2knr6qpiAq0tV5ri5JMF,The Days / Nights,2014-01-01,Dance Pop Hits,pop,dance pop,0.53,0.84,6,1,0.04,0.02,0.25,0.65,125.98,176658
326,7dOeiXeTSfA1ixaYmQcWu7,Rich Love (with Seeb),OneRepublic,69,0fLgNovzjpxE13hCIWa0sL,Rich Love,2017-07-14,Dance Pop Hits,pop,dance pop,0.4,0.87,1,0,0.31,0.17,0.36,0.47,104.59,201257
327,7jEyX4bqaCSdMN4D4JNnVj,Mama,Jonas Blue,74,2xZSrcBmvMw9Y8hac6xU7L,Blue,2018-11-09,Dance Pop Hits,pop,dance pop,0.74,0.79,11,0,0.04,0.1,0.05,0.57,104.01,184134
328,6ULQ6ZRc7JuVutRMy6gfgc,Feel Good,Felix Jaehn,65,2S56F6bIk01HboGbJJJ1IQ,I,2018-02-16,Dance Pop Hits,pop,dance pop,0.7,0.9,4,1,0.04,0.12,0.17,0.66,125.95,166947
329,0FlnsBDwPglenLJoQjPd4K,IDGAF - Hazers Remix,Dua Lipa,50,6FbzwQExjva7Whs6v79JW9,IDGAF (Remixes),2018-02-23,Dance Pop Hits,pop,dance pop,0.81,0.7,7,1,0.09,0.1,0.07,0.6,110.0,240617
330,4Vbz3osCh6DwHYv5gVv5H2,Breathe (feat. Ina Wroldsen),Jax Jones,66,16H9XbDP9IxeyOohsXkKXb,Snacks,2019-07-12,Dance Pop Hits,pop,dance pop,0.72,0.73,11,0,0.04,0.02,0.13,0.67,125.99,208107
331,4OgwXdylh75fHfwUzJTUqg,Rockstar,Ilkay Sencan,71,1US66auJ538TiXGeUf24yL,Rockstar,2019-06-21,Dance Pop Hits,pop,dance pop,0.77,0.83,11,1,0.06,0.14,0.14,0.18,100.01,212280
332,4kWO6O1BUXcZmaxitpVUwp,Jackie Chan,Tiësto,79,0vRcQquqBlFvnezWldWfmt,Jackie Chan,2018-05-18,Dance Pop Hits,pop,dance pop,0.75,0.83,3,0,0.04,0.37,0.06,0.69,128.0,215760
333,0A5gdlrpAuQqZ2iFgnqBFW,Moonlight,Gaullin,76,4IU5ADOJ9DnVa9clXVhrEE,Moonlight,2018-09-07,Dance Pop Hits,pop,dance pop,0.81,0.76,10,0,0.08,0.05,0.34,0.29,124.96,173067
334,0BiGd2FNDQ0eh79ZHfp6tS,All I Wanna Do,Martin Jensen,55,5iTIgNz59Z4j1wtX0I29z8,All I Wanna Do,2016-04-08,Dance Pop Hits,pop,dance pop,0.73,0.79,1,1,0.06,0.15,0.07,0.52,112.07,194360
